InvoiceNo,TotalAmount,TotalQuantity,InvoiceDate,CustomerID,Country
544454,173.91,95,2011-02-20 13:13:00,13301.0,United Kingdom
544455,587.01,287,2011-02-20 13:18:00,13097.0,United Kingdom
544456,542.15,216,2011-02-20 13:21:00,14803.0,United Kingdom
544457,333.6,160,2011-02-20 13:46:00,14667.0,United Kingdom
544459,752.14,490,2011-02-20 13:52:00,17838.0,United Kingdom
544460,302.37,218,2011-02-20 14:01:00,16931.0,United Kingdom
544461,817.3199999999999,899,2011-02-20 14:08:00,13744.0,United Kingdom
544462,530.79,257,2011-02-20 14:21:00,17050.0,United Kingdom
544463,505.82,126,2011-02-20 14:31:00,12988.0,United Kingdom
544464,141.69,119,2011-02-20 14:38:00,17323.0,United Kingdom
544465,199.3,144,2011-02-20 15:06:00,13168.0,United Kingdom
544466,113.85,97,2011-02-20 15:43:00,14606.0,United Kingdom
544467,293.33,105,2011-02-20 15:51:00,14502.0,United Kingdom
544470,603.42,256,2011-02-21 08:38:00,12707.0,France
544471,504.72,264,2011-02-21 08:50:00,18094.0,United Kingdom
544472,355.40000000000003,117,2011-02-21 09:09:00,15129.0,United Kingdom
544473,305.15999999999997,108,2011-02-21 09:45:00,14229.0,United Kingdom
544474,192.31,194,2011-02-21 09:52:00,12423.0,Belgium
544475,45.0,12,2011-02-21 09:55:00,17361.0,United Kingdom
544476,328.88,240,2011-02-21 09:58:00,14796.0,United Kingdom
544477,567.8399999999999,336,2011-02-21 10:07:00,16029.0,United Kingdom
544478,399.6,216,2011-02-21 10:11:00,16333.0,United Kingdom
544479,11956.1,8174,2011-02-21 10:28:00,14646.0,Netherlands
544480,6323.38,4034,2011-02-21 10:32:00,14646.0,Netherlands
544481,113.93,91,2011-02-21 10:36:00,18155.0,United Kingdom
544482,659.28,616,2011-02-21 10:41:00,16656.0,United Kingdom
544483,525.3399999999999,271,2011-02-21 10:53:00,12524.0,Germany
544484,1159.47,545,2011-02-21 11:10:00,15321.0,United Kingdom
544485,146.8,76,2011-02-21 11:35:00,17757.0,United Kingdom
544495,973.6500000000001,454,2011-02-21 11:42:00,12766.0,Portugal
544556,185.39999999999998,120,2011-02-21 12:29:00,13477.0,United Kingdom
544565,306.0,126,2011-02-21 12:53:00,18055.0,United Kingdom
544568,773.66,548,2011-02-21 12:54:00,15065.0,United Kingdom
544569,681.86,369,2011-02-21 12:58:00,16980.0,United Kingdom
544571,834.22,914,2011-02-21 13:07:00,15146.0,United Kingdom
544572,558.59,239,2011-02-21 13:21:00,14639.0,United Kingdom
544573,892.95,520,2011-02-21 13:40:00,12621.0,Germany
544574,320.69,173,2011-02-21 13:51:00,12365.0,Cyprus
544578,320.69,1,2011-02-21 14:04:00,12365.0,Cyprus
544582,250.23999999999998,140,2011-02-21 14:38:00,13410.0,United Kingdom
544585,143.4,78,2011-02-21 14:58:00,12523.0,France
544586,1100.25,477,2011-02-21 15:04:00,17338.0,United Kingdom
544591,560.47,429,2011-02-21 15:20:00,13044.0,United Kingdom
544592,171.04999999999998,26,2011-02-21 15:30:00,16775.0,United Kingdom
544596,211.0,110,2011-02-21 17:35:00,16441.0,United Kingdom
544597,253.63,102,2011-02-21 17:42:00,16014.0,United Kingdom
544600,108.15,17,2011-02-22 08:24:00,18061.0,United Kingdom
544601,528.27,376,2011-02-22 09:00:00,16638.0,United Kingdom
544602,437.9,198,2011-02-22 09:01:00,13767.0,United Kingdom
544603,634.2,96,2011-02-22 09:10:00,17526.0,United Kingdom
544604,364.32000000000005,144,2011-02-22 09:11:00,13576.0,United Kingdom
544605,79.2,144,2011-02-22 09:13:00,17512.0,United Kingdom
544606,165.0,100,2011-02-22 09:15:00,14520.0,United Kingdom
544607,253.75,169,2011-02-22 10:00:00,13862.0,United Kingdom
544610,330.3,136,2011-02-22 10:09:00,16912.0,United Kingdom
544611,30.240000000000002,72,2011-02-22 10:09:00,16912.0,United Kingdom
544612,3202.9199999999996,3906,2011-02-22 10:43:00,18087.0,United Kingdom
544633,131.8,116,2011-02-22 10:59:00,17315.0,United Kingdom
544634,305.3,188,2011-02-22 11:02:00,17994.0,United Kingdom
544636,35.400000000000006,12,2011-02-22 11:05:00,18257.0,United Kingdom
544637,487.75,393,2011-02-22 11:20:00,16546.0,United Kingdom
544638,325.42,252,2011-02-22 11:33:00,14688.0,United Kingdom
544642,139.8,50,2011-02-22 11:41:00,17811.0,United Kingdom
544643,395.1,186,2011-02-22 11:43:00,13038.0,United Kingdom
544644,513.06,266,2011-02-22 11:46:00,17002.0,United Kingdom
544645,1240.4,560,2011-02-22 11:58:00,16843.0,United Kingdom
544646,373.74,105,2011-02-22 12:06:00,17075.0,United Kingdom
544647,402.65999999999997,474,2011-02-22 12:13:00,14060.0,United Kingdom
544648,324.05,112,2011-02-22 12:24:00,15722.0,United Kingdom
544650,53.5,9,2011-02-22 12:40:00,16349.0,United Kingdom
544651,1972.7,1740,2011-02-22 12:51:00,13694.0,United Kingdom
544652,479.76,360,2011-02-22 12:53:00,13694.0,United Kingdom
544654,113.44,82,2011-02-22 12:56:00,16913.0,United Kingdom
544656,440.83,302,2011-02-22 13:02:00,17442.0,United Kingdom
544657,2346.34,964,2011-02-22 13:08:00,14895.0,United Kingdom
544658,425.92,128,2011-02-22 13:18:00,13113.0,United Kingdom
544659,220.1,55,2011-02-22 13:20:00,18114.0,United Kingdom
544660,590.03,299,2011-02-22 13:47:00,15078.0,United Kingdom
544661,574.02,248,2011-02-22 13:59:00,15303.0,United Kingdom
544662,65.09,21,2011-02-22 14:10:00,12845.0,United Kingdom
544663,426.6,164,2011-02-22 14:43:00,18188.0,United Kingdom
544664,664.45,438,2011-02-22 14:55:00,16045.0,United Kingdom
544666,229.83,66,2011-02-22 15:00:00,16907.0,United Kingdom
544667,3336.7599999999998,2874,2011-02-22 15:09:00,17511.0,United Kingdom
544668,292.63,111,2011-02-22 15:14:00,16573.0,United Kingdom
544670,181.13,64,2011-02-22 15:22:00,16161.0,United Kingdom
544672,3211.7,2940,2011-02-22 15:45:00,14646.0,Netherlands
544673,825.04,495,2011-02-22 15:46:00,13421.0,United Kingdom
544675,116.09,97,2011-02-22 15:59:00,16011.0,United Kingdom
544676,141.48,116,2011-02-22 16:03:00,17841.0,United Kingdom
544677,450.78,241,2011-02-22 16:13:00,18196.0,United Kingdom
544678,252.87,295,2011-02-22 16:15:00,13077.0,United Kingdom
544680,9.6,8,2011-02-22 16:19:00,13077.0,United Kingdom
544685,666.89,594,2011-02-22 17:13:00,13285.0,United Kingdom
544686,7.8,4,2011-02-22 17:20:00,12748.0,United Kingdom
544687,212.52,134,2011-02-22 17:25:00,13184.0,United Kingdom
544688,312.55,111,2011-02-23 08:29:00,18151.0,United Kingdom
544689,432.90000000000003,54,2011-02-23 08:46:00,12980.0,United Kingdom
544690,1480.2,668,2011-02-23 08:48:00,14156.0,EIRE
544691,723.63,417,2011-02-23 09:09:00,13804.0,United Kingdom
544692,622.88,711,2011-02-23 09:14:00,17499.0,United Kingdom
544693,94.0,20,2011-02-23 09:25:00,15397.0,United Kingdom
544694,411.02,202,2011-02-23 09:30:00,17706.0,United Kingdom
544695,341.2,216,2011-02-23 09:38:00,14276.0,United Kingdom
544697,185.0,76,2011-02-23 09:44:00,13453.0,United Kingdom
544698,259.2,360,2011-02-23 09:53:00,17949.0,United Kingdom
544699,172.79999999999998,240,2011-02-23 09:54:00,17949.0,United Kingdom
544700,241.68,187,2011-02-23 10:10:00,18041.0,United Kingdom
544701,618.89,262,2011-02-23 10:27:00,17428.0,United Kingdom
544702,284.97,198,2011-02-23 10:27:00,17135.0,United Kingdom
544717,649.02,394,2011-02-23 10:44:00,18172.0,United Kingdom
544724,182.75,65,2011-02-23 10:46:00,15605.0,United Kingdom
544749,151.55,37,2011-02-23 10:57:00,15373.0,United Kingdom
544754,312.40999999999997,365,2011-02-23 10:58:00,16394.0,United Kingdom
544769,417.96,252,2011-02-23 11:11:00,16422.0,United Kingdom
544774,220.53000000000003,107,2011-02-23 11:32:00,17711.0,United Kingdom
544777,726.83,553,2011-02-23 12:00:00,15311.0,United Kingdom
544778,450.81,143,2011-02-23 12:03:00,14978.0,United Kingdom
544779,123.30000000000001,42,2011-02-23 12:04:00,13865.0,United Kingdom
544788,354.56,553,2011-02-23 12:18:00,13089.0,United Kingdom
544789,499.70000000000005,98,2011-02-23 12:25:00,13993.0,United Kingdom
544790,757.68,549,2011-02-23 12:27:00,16940.0,United Kingdom
544791,322.24,148,2011-02-23 12:33:00,14289.0,United Kingdom
544792,1329.36,346,2011-02-23 12:37:00,18172.0,United Kingdom
544793,218.88,1152,2011-02-23 12:41:00,13694.0,United Kingdom
544794,385.46000000000004,84,2011-02-23 12:50:00,13854.0,United Kingdom
544795,432.29,526,2011-02-23 13:21:00,15858.0,United Kingdom
544796,497.59,243,2011-02-23 13:37:00,16208.0,United Kingdom
544797,158.4,288,2011-02-23 13:43:00,13489.0,United Kingdom
544798,187.65,73,2011-02-23 13:44:00,17063.0,United Kingdom
544799,131.72,112,2011-02-23 13:45:00,17063.0,United Kingdom
544800,299.95,97,2011-02-23 13:45:00,15687.0,United Kingdom
544801,310.08,193,2011-02-23 13:48:00,16145.0,United Kingdom
544802,376.74,276,2011-02-23 13:57:00,13149.0,United Kingdom
544803,114.07,59,2011-02-23 14:29:00,14606.0,United Kingdom
544804,346.28,176,2011-02-23 14:40:00,17504.0,United Kingdom
544805,101.69999999999999,6,2011-02-23 14:50:00,18068.0,United Kingdom
544806,317.73,169,2011-02-23 14:50:00,15932.0,United Kingdom
544807,229.5,30,2011-02-23 15:03:00,12823.0,United Kingdom
544808,171.85,60,2011-02-23 15:11:00,14562.0,United Kingdom
544809,8.5,1,2011-02-23 15:41:00,16692.0,United Kingdom
544810,635.41,203,2011-02-23 15:53:00,17675.0,United Kingdom
544811,388.3,201,2011-02-23 15:53:00,12471.0,Germany
544813,104.95,43,2011-02-23 16:23:00,15984.0,United Kingdom
544815,224.91,185,2011-02-23 16:37:00,17171.0,United Kingdom
544816,485.03999999999996,192,2011-02-23 16:41:00,13090.0,United Kingdom
544817,344.0,266,2011-02-23 16:44:00,12437.0,France
544818,95.75999999999999,96,2011-02-23 16:45:00,12437.0,France
544819,69.59,34,2011-02-23 17:15:00,12748.0,United Kingdom
544821,109.0,64,2011-02-24 09:05:00,12971.0,United Kingdom
544822,291.0,180,2011-02-24 09:08:00,18231.0,United Kingdom
544823,900.02,382,2011-02-24 09:28:00,14004.0,United Kingdom
544824,2639.38,894,2011-02-24 09:32:00,17139.0,United Kingdom
544825,305.7,78,2011-02-24 09:32:00,15606.0,United Kingdom
544826,18.75,7,2011-02-24 09:36:00,14513.0,United Kingdom
544833,769.24,388,2011-02-24 10:10:00,15974.0,United Kingdom
544835,188.5,48,2011-02-24 10:15:00,17830.0,United Kingdom
544836,310.71000000000004,175,2011-02-24 10:25:00,17613.0,United Kingdom
544837,161.41,141,2011-02-24 10:29:00,15910.0,United Kingdom
544838,145.92,80,2011-02-24 10:34:00,12565.0,Saudi Arabia
544839,596.79,355,2011-02-24 10:50:00,14841.0,United Kingdom
544846,169.32999999999998,133,2011-02-24 11:11:00,16719.0,United Kingdom
544847,101.19,33,2011-02-24 11:15:00,16086.0,United Kingdom
544885,339.4,100,2011-02-24 11:38:00,14243.0,United Kingdom
544886,205.16,141,2011-02-24 11:42:00,12582.0,Finland
544887,504.56,339,2011-02-24 11:54:00,17364.0,United Kingdom
544888,308.95,117,2011-02-24 11:55:00,14231.0,United Kingdom
544892,77.95,16,2011-02-24 12:00:00,14527.0,United Kingdom
544893,596.24,566,2011-02-24 12:01:00,17865.0,United Kingdom
544894,553.76,362,2011-02-24 12:09:00,15805.0,United Kingdom
544895,214.71,121,2011-02-24 12:22:00,14189.0,United Kingdom
544896,25.5,2,2011-02-24 12:25:00,17867.0,United Kingdom
544898,129.2,66,2011-02-24 12:27:00,14880.0,United Kingdom
544899,190.93,97,2011-02-24 12:32:00,13118.0,United Kingdom
544900,295.15,125,2011-02-24 12:41:00,15121.0,United Kingdom
544903,405.03000000000003,139,2011-02-24 13:43:00,18065.0,United Kingdom
544904,311.25,107,2011-02-24 13:46:00,13018.0,United Kingdom
544905,116.19999999999999,68,2011-02-24 13:54:00,17117.0,United Kingdom
544906,528.32,308,2011-02-24 14:13:00,17017.0,United Kingdom
544907,462.95,165,2011-02-24 14:15:00,12945.0,United Kingdom
544908,363.65,211,2011-02-24 14:27:00,18056.0,United Kingdom
544909,1991.26,1814,2011-02-24 14:32:00,14298.0,United Kingdom
544910,584.3199999999999,140,2011-02-24 14:32:00,16072.0,United Kingdom
544911,392.12,93,2011-02-24 15:01:00,16838.0,United Kingdom
544912,303.22,302,2011-02-24 15:12:00,18198.0,United Kingdom
544913,127.86,86,2011-02-24 15:26:00,15543.0,United Kingdom
544914,314.36,229,2011-02-24 15:39:00,16722.0,United Kingdom
544915,179.04,90,2011-02-24 15:41:00,13777.0,United Kingdom
544916,132.17000000000002,89,2011-02-24 15:42:00,17377.0,United Kingdom
544917,296.25,152,2011-02-24 15:56:00,13751.0,United Kingdom
544918,836.24,561,2011-02-24 16:30:00,13081.0,United Kingdom
544919,147.3,98,2011-02-24 16:31:00,13725.0,United Kingdom
544920,736.95,221,2011-02-24 16:31:00,13081.0,United Kingdom
544921,400.8,208,2011-02-24 16:35:00,17090.0,United Kingdom
544922,180.68,348,2011-02-24 16:46:00,15847.0,United Kingdom
544923,79.2,16,2011-02-24 17:14:00,12877.0,United Kingdom
544924,246.32,150,2011-02-24 17:18:00,13851.0,United Kingdom
544925,234.0,120,2011-02-24 17:28:00,16997.0,United Kingdom
544926,105.2,32,2011-02-24 17:50:00,13468.0,United Kingdom
544929,310.92,100,2011-02-24 18:14:00,15189.0,United Kingdom
544930,189.56,141,2011-02-24 18:26:00,17472.0,United Kingdom
544931,1340.32,560,2011-02-24 18:59:00,13501.0,Switzerland
544932,307.2,144,2011-02-25 08:14:00,16133.0,United Kingdom
544933,1012.82,589,2011-02-25 08:44:00,12633.0,Germany
544934,389.5,141,2011-02-25 09:01:00,13345.0,United Kingdom
544935,544.03,384,2011-02-25 09:09:00,13870.0,United Kingdom
544936,1295.3999999999999,204,2011-02-25 09:37:00,15769.0,United Kingdom
544937,351.56,212,2011-02-25 10:09:00,12839.0,United Kingdom
544939,141.79999999999998,98,2011-02-25 10:10:00,17034.0,United Kingdom
544940,455.28000000000003,334,2011-02-25 10:19:00,16592.0,United Kingdom
544941,169.94,120,2011-02-25 10:25:00,12841.0,United Kingdom
544942,365.1,304,2011-02-25 10:29:00,15544.0,United Kingdom
544943,929.22,358,2011-02-25 10:39:00,15845.0,United Kingdom
544944,292.40000000000003,96,2011-02-25 10:46:00,14541.0,United Kingdom
544945,847.38,508,2011-02-25 10:53:00,17735.0,United Kingdom
544968,676.9200000000001,350,2011-02-25 11:30:00,13458.0,United Kingdom
544969,299.8,109,2011-02-25 11:32:00,15712.0,United Kingdom
544970,812.7,336,2011-02-25 11:33:00,13362.0,United Kingdom
544996,287.58000000000004,124,2011-02-25 11:53:00,12474.0,Germany
544998,297.64,138,2011-02-25 11:56:00,14470.0,United Kingdom
544999,381.6,360,2011-02-25 12:28:00,17388.0,United Kingdom
545000,234.15,85,2011-02-25 12:37:00,15281.0,United Kingdom
545001,317.38,230,2011-02-25 12:40:00,16841.0,United Kingdom
545002,278.28000000000003,220,2011-02-25 12:43:00,13001.0,United Kingdom
545004,741.26,512,2011-02-25 12:48:00,13753.0,United Kingdom
545011,43.650000000000006,13,2011-02-25 13:05:00,13666.0,United Kingdom
545012,20.4,24,2011-02-25 13:08:00,13666.0,United Kingdom
545013,467.52,283,2011-02-25 13:09:00,13093.0,United Kingdom
545014,502.85,211,2011-02-25 13:15:00,18223.0,United Kingdom
545015,176.05,51,2011-02-25 13:40:00,13742.0,United Kingdom
545016,68.4,67,2011-02-25 13:51:00,16473.0,United Kingdom
545017,189.9,91,2011-02-25 13:51:00,12361.0,Belgium
545018,302.86,234,2011-02-25 13:53:00,14481.0,United Kingdom
545019,759.08,813,2011-02-25 13:56:00,15093.0,United Kingdom
545020,74.60000000000001,28,2011-02-25 14:03:00,13792.0,United Kingdom
545021,371.39,179,2011-02-25 14:11:00,17663.0,United Kingdom
545022,522.75,229,2011-02-25 14:24:00,12921.0,United Kingdom
545023,678.15,552,2011-02-25 14:25:00,12921.0,United Kingdom
545026,247.8,204,2011-02-25 14:51:00,15939.0,United Kingdom
545028,264.7,109,2011-02-25 15:21:00,13973.0,United Kingdom
545029,69.0,20,2011-02-25 15:27:00,14541.0,United Kingdom
545030,532.72,396,2011-02-25 15:32:00,13798.0,United Kingdom
545031,401.37,171,2011-02-25 15:35:00,15990.0,United Kingdom
545032,476.8,100,2011-02-25 15:37:00,14051.0,United Kingdom
545034,179.35,66,2011-02-25 16:42:00,13493.0,Switzerland
545035,430.26,202,2011-02-25 17:03:00,15078.0,United Kingdom
545036,168.6,39,2011-02-25 17:25:00,14573.0,United Kingdom
545037,386.90000000000003,66,2011-02-27 10:02:00,14532.0,United Kingdom
545038,65.13,38,2011-02-27 10:13:00,13684.0,United Kingdom
545039,344.05,145,2011-02-27 10:22:00,17243.0,United Kingdom
545041,524.95,209,2011-02-27 10:30:00,14952.0,United Kingdom
545042,845.1,190,2011-02-27 10:41:00,13261.0,United Kingdom
545043,197.15,78,2011-02-27 11:05:00,16407.0,United Kingdom
545044,333.92,204,2011-02-27 11:31:00,15738.0,United Kingdom
545045,592.55,248,2011-02-27 11:40:00,15708.0,United Kingdom
545046,145.04999999999998,73,2011-02-27 11:42:00,16598.0,United Kingdom
545047,182.8,40,2011-02-27 11:42:00,14147.0,United Kingdom
545048,180.65,87,2011-02-27 11:48:00,14810.0,United Kingdom
545049,109.85,101,2011-02-27 11:53:00,15046.0,United Kingdom
545050,375.16999999999996,174,2011-02-27 11:57:00,15951.0,United Kingdom
545051,110.6,71,2011-02-27 11:58:00,12599.0,France
545052,333.48,260,2011-02-27 12:27:00,13971.0,United Kingdom
545053,318.03,209,2011-02-27 12:41:00,17516.0,United Kingdom
545054,397.92,288,2011-02-27 12:41:00,14472.0,United Kingdom
545055,6.6,4,2011-02-27 12:45:00,17516.0,United Kingdom
545056,486.65000000000003,505,2011-02-27 12:48:00,16745.0,United Kingdom
545057,299.14,140,2011-02-27 12:49:00,13630.0,United Kingdom
545058,317.87,169,2011-02-27 13:03:00,13767.0,United Kingdom
545059,269.18,186,2011-02-27 13:04:00,14157.0,United Kingdom
545060,392.84000000000003,268,2011-02-27 13:47:00,15547.0,United Kingdom
545061,14.95,1,2011-02-27 13:52:00,15547.0,United Kingdom
545062,267.2,99,2011-02-27 14:07:00,12748.0,United Kingdom
545063,134.72,47,2011-02-27 14:26:00,14606.0,United Kingdom
545064,154.5,65,2011-02-27 14:29:00,13636.0,United Kingdom
545065,412.55,217,2011-02-27 14:43:00,12431.0,Australia
545066,234.12,103,2011-02-27 14:44:00,13610.0,United Kingdom
545067,258.4,64,2011-02-27 14:49:00,17894.0,United Kingdom
545069,240.60000000000002,188,2011-02-27 15:25:00,14745.0,United Kingdom
545070,240.0,168,2011-02-27 15:42:00,16493.0,United Kingdom
545071,210.09,118,2011-02-27 15:59:00,15996.0,United Kingdom
545072,549.26,346,2011-02-28 08:43:00,12781.0,Czech Republic
545073,626.65,268,2011-02-28 09:26:00,14036.0,United Kingdom
545074,306.70000000000005,278,2011-02-28 09:28:00,17655.0,United Kingdom
545075,319.9,168,2011-02-28 09:33:00,14211.0,United Kingdom
545076,147.9,147,2011-02-28 09:43:00,15235.0,United Kingdom
545077,10.08,24,2011-02-28 10:07:00,14616.0,United Kingdom
545079,100.94999999999999,58,2011-02-28 10:30:00,18283.0,United Kingdom
545080,301.91,301,2011-02-28 10:33:00,13004.0,United Kingdom
545081,683.98,217,2011-02-28 10:35:00,16057.0,United Kingdom
545082,421.6,228,2011-02-28 10:37:00,16992.0,United Kingdom
545083,103.65,31,2011-02-28 10:40:00,15724.0,United Kingdom
545084,441.92,270,2011-02-28 10:55:00,12458.0,Switzerland
545085,891.83,424,2011-02-28 11:19:00,15039.0,United Kingdom
545086,353.43,214,2011-02-28 11:43:00,12678.0,France
545087,513.45,467,2011-02-28 11:46:00,16422.0,United Kingdom
545103,11.9,2,2011-02-28 11:57:00,15039.0,United Kingdom
545105,720.86,316,2011-02-28 11:58:00,12598.0,France
545140,149.95,15,2011-02-28 12:08:00,12464.0,Belgium
545148,308.44,204,2011-02-28 12:14:00,13675.0,United Kingdom
545149,251.9,101,2011-02-28 12:19:00,15062.0,United Kingdom
545150,736.7,385,2011-02-28 12:27:00,14227.0,United Kingdom
545151,50.76,84,2011-02-28 12:46:00,16668.0,United Kingdom
545152,306.84,208,2011-02-28 12:47:00,15227.0,United Kingdom
545153,200.4,77,2011-02-28 12:57:00,16667.0,United Kingdom
545154,425.5,206,2011-02-28 13:09:00,12921.0,United Kingdom
545155,122.0,20,2011-02-28 13:25:00,14527.0,United Kingdom
545156,209.32,260,2011-02-28 13:27:00,13509.0,United Kingdom
545157,205.38,150,2011-02-28 13:27:00,14239.0,United Kingdom
545158,584.35,52,2011-02-28 13:28:00,15874.0,United Kingdom
545159,13.05,17,2011-02-28 13:31:00,12748.0,United Kingdom
545161,195.0,124,2011-02-28 13:34:00,16187.0,United Kingdom
545162,480.90000000000003,247,2011-02-28 13:35:00,16187.0,United Kingdom
545163,216.04999999999998,139,2011-02-28 13:39:00,16607.0,United Kingdom
545164,173.7,98,2011-02-28 13:40:00,16458.0,United Kingdom
545165,94.05,21,2011-02-28 13:41:00,16339.0,United Kingdom
545166,232.43,85,2011-02-28 14:03:00,17027.0,United Kingdom
545170,170.04999999999998,34,2011-02-28 14:15:00,14078.0,United Kingdom
545180,200.72,73,2011-02-28 14:42:00,12728.0,France
545181,176.5,55,2011-02-28 14:45:00,12509.0,France
545182,154.99,460,2011-02-28 14:48:00,14046.0,United Kingdom
545183,314.90000000000003,100,2011-02-28 14:59:00,15570.0,United Kingdom
545184,249.57,133,2011-02-28 15:00:00,13292.0,United Kingdom
545185,79.2,144,2011-02-28 15:04:00,16027.0,United Kingdom
545186,229.9,114,2011-02-28 15:05:00,17841.0,United Kingdom
545187,109.8,84,2011-02-28 15:18:00,16427.0,United Kingdom
545188,582.37,366,2011-02-28 15:19:00,14056.0,United Kingdom
545190,242.95,89,2011-02-28 15:32:00,15656.0,United Kingdom
545191,240.25,104,2011-02-28 15:39:00,12811.0,Portugal
545213,190.7,124,2011-02-28 16:36:00,16518.0,United Kingdom
545214,158.68,100,2011-02-28 16:39:00,17165.0,United Kingdom
545218,463.40999999999997,155,2011-02-28 17:01:00,17462.0,United Kingdom
545220,235.35,73,2011-03-01 08:30:00,14620.0,United Kingdom
545221,521.1,260,2011-03-01 08:35:00,14740.0,United Kingdom
545222,200.10000000000002,94,2011-03-01 08:49:00,13880.0,United Kingdom
545223,34.0,4,2011-03-01 08:58:00,16462.0,United Kingdom
545224,182.7,86,2011-03-01 09:03:00,17068.0,United Kingdom
545225,161.8,136,2011-03-01 09:22:00,12971.0,United Kingdom
545226,1943.4,852,2011-03-01 09:33:00,12428.0,Finland
545227,2474.62,1273,2011-03-01 09:35:00,12428.0,Finland
545228,79.2,16,2011-03-01 09:47:00,16078.0,United Kingdom
545229,54.300000000000004,18,2011-03-01 09:52:00,16915.0,United Kingdom
545231,307.62,255,2011-03-01 10:08:00,15194.0,United Kingdom
545232,897.8,555,2011-03-01 10:19:00,15676.0,United Kingdom
545233,72.12,100,2011-03-01 10:25:00,18044.0,United Kingdom
545234,256.85,109,2011-03-01 10:26:00,18075.0,United Kingdom
545235,352.2,247,2011-03-01 10:31:00,12683.0,France
545237,133.25,121,2011-03-01 10:38:00,15709.0,United Kingdom
545238,395.33,434,2011-03-01 11:02:00,15241.0,United Kingdom
545276,110.75,65,2011-03-01 11:30:00,12933.0,United Kingdom
545279,122.5,53,2011-03-01 11:36:00,17811.0,United Kingdom
545287,117.0,60,2011-03-01 11:42:00,15971.0,United Kingdom
545288,1390.06,1003,2011-03-01 11:48:00,15311.0,United Kingdom
545289,470.88,242,2011-03-01 11:55:00,14732.0,United Kingdom
545290,209.05,113,2011-03-01 12:01:00,14688.0,United Kingdom
545294,313.58,298,2011-03-01 12:07:00,17965.0,United Kingdom
545295,762.5,384,2011-03-01 12:09:00,12709.0,Germany
545300,323.16,116,2011-03-01 12:24:00,15092.0,United Kingdom
545301,794.06,333,2011-03-01 12:26:00,12679.0,France
545302,297.16,107,2011-03-01 12:46:00,14506.0,United Kingdom
545303,204.5,175,2011-03-01 12:48:00,15319.0,United Kingdom
545304,498.15000000000003,151,2011-03-01 12:51:00,16212.0,United Kingdom
545305,317.15,46,2011-03-01 12:58:00,15257.0,United Kingdom
545306,13.2,6,2011-03-01 13:04:00,17027.0,United Kingdom
545308,133.11,40,2011-03-01 13:19:00,14656.0,United Kingdom
545309,138.15,49,2011-03-01 13:40:00,13884.0,United Kingdom
545310,17.67,21,2011-03-01 13:45:00,15456.0,United Kingdom
545311,155.0,108,2011-03-01 13:45:00,15660.0,United Kingdom
545312,185.7,202,2011-03-01 13:51:00,15456.0,United Kingdom
545313,242.03,135,2011-03-01 13:55:00,15953.0,United Kingdom
545314,559.12,171,2011-03-01 14:11:00,12866.0,Belgium
545318,556.32,504,2011-03-01 14:26:00,14676.0,United Kingdom
545319,412.32,152,2011-03-01 14:42:00,16839.0,United Kingdom
545320,2541.15,669,2011-03-01 14:47:00,14156.0,EIRE
545321,310.78,146,2011-03-01 14:53:00,12747.0,United Kingdom
545322,580.57,349,2011-03-01 14:56:00,13599.0,United Kingdom
545323,144.35,26,2011-03-01 14:57:00,12352.0,Norway
545324,268.6,68,2011-03-01 14:58:00,13110.0,United Kingdom
545325,329.34000000000003,322,2011-03-01 15:01:00,16525.0,United Kingdom
545326,34.75,5,2011-03-01 15:12:00,14560.0,United Kingdom
545327,417.2,216,2011-03-01 15:16:00,13166.0,United Kingdom
545328,119.65,59,2011-03-01 15:47:00,16389.0,United Kingdom
545331,2.5,2,2011-03-01 15:49:00,17961.0,United Kingdom
545332,840.3,3,2011-03-01 15:52:00,12352.0,Norway
545334,270.4,256,2011-03-01 16:34:00,15750.0,United Kingdom
545336,551.2,2,2011-03-01 16:53:00,12428.0,Finland
545337,227.6,120,2011-03-01 17:28:00,15984.0,United Kingdom
545338,338.34,156,2011-03-01 17:32:00,17449.0,United Kingdom
545339,463.0,228,2011-03-02 08:26:00,14292.0,United Kingdom
545340,1375.24,786,2011-03-02 08:41:00,15416.0,United Kingdom
545341,1642.5,150,2011-03-02 09:03:00,17949.0,United Kingdom
545342,194.55,109,2011-03-02 09:04:00,13497.0,United Kingdom
545343,162.3,62,2011-03-02 09:05:00,15733.0,United Kingdom
545344,312.18,182,2011-03-02 09:24:00,16678.0,United Kingdom
545345,382.1,41,2011-03-02 09:33:00,14180.0,United Kingdom
545346,312.38,110,2011-03-02 09:49:00,12834.0,United Kingdom
545347,76.32000000000001,72,2011-03-02 10:20:00,13094.0,United Kingdom
545348,134.97,87,2011-03-02 10:49:00,12913.0,United Kingdom
545349,172.6,146,2011-03-02 11:07:00,18118.0,United Kingdom
545377,122.07,62,2011-03-02 11:32:00,14606.0,United Kingdom
545398,1463.47,958,2011-03-02 11:43:00,13722.0,United Kingdom
545399,828.84,459,2011-03-02 11:48:00,14934.0,Channel Islands
545400,501.99,281,2011-03-02 12:03:00,17048.0,United Kingdom
545408,848.05,335,2011-03-02 12:10:00,15067.0,United Kingdom
545410,615.33,371,2011-03-02 12:18:00,16670.0,United Kingdom
545411,388.3,174,2011-03-02 12:21:00,16128.0,United Kingdom
545412,597.8100000000001,203,2011-03-02 12:24:00,15061.0,United Kingdom
